MD,X,Y,Z,ANCC,ASTNU,ASTNL,EGFDU,EGFDL,BUDA,TVT,GR,TVT_input
12566.0,2972965.08,1094948.71,-8913.78,-8470.92,-8602.44,-8686.59,-8804.12,-8848.65,-8958.83,11166.65,121.89837399688491,
12567.0,2972965.8,1094948.02,-8913.84,-8470.94,-8602.46,-8686.61,-8804.14,-8848.66,-8958.84,11166.69,123.35458460443208,
12568.0,2972966.52,1094947.33,-8913.9,-8470.96,-8602.48,-8686.63,-8804.16,-8848.68,-8958.86,11166.73,121.45812427832416,
12569.0,2972967.24,1094946.64,-8913.95,-8470.98,-8602.5,-8686.65,-8804.18,-8848.7,-8958.88,11166.77,117.00482904826708,
12570.0,2972967.96,1094945.95,-8914.01,-8471.0,-8602.52,-8686.66,-8804.2,-8848.72,-8958.9,11166.81,115.87033938889894,
12571.0,2972968.68,1094945.25,-8914.07,-8471.02,-8602.54,-8686.68,-8804.22,-8848.74,-8958.92,11166.85,121.66131645612144,
12572.0,2972969.4,1094944.56,-8914.13,-8471.03,-8602.56,-8686.7,-8804.24,-8848.76,-8958.94,11166.89,122.18622958209772,
12573.0,2972970.12,1094943.87,-8914.19,-8471.05,-8602.57,-8686.72,-8804.25,-8848.78,-8958.96,11166.93,117.69906898907448,
12574.0,2972970.85,1094943.18,-8914.25,-8471.07,-8602.59,-8686.74,-8804.27,-8848.79,-8958.97,11166.97,120.54375947823638,
12575.0,2972971.57,1094942.49,-8914.31,-8471.09,-8602.61,-8686.76,-8804.29,-8848.81,-8958.99,11167.01,118.68116451509466,
12576.0,2972972.29,1094941.8,-8914.37,-8471.11,-8602.63,-8686.78,-8804.31,-8848.83,-8959.01,11167.05,117.88532848538864,
12577.0,2972973.01,1094941.11,-8914.43,-8471.13,-8602.65,-8686.79,-8804.33,-8848.85,-8959.03,11167.09,117.90226116687174,
12578.0,2972973.73,1094940.42,-8914.48,-8471.15,-8602.67,-8686.81,-8804.35,-8848.87,-8959.05,11167.13,119.00288546327369,
12579.0,2972974.44,1094939.73,-8914.54,-8471.16,-8602.69,-8686.83,-8804.37,-8848.89,-8959.07,11167.17,119.25687568552028,
12580.0,2972975.16,1094939.03,-8914.6,-8471.18,-8602.71,-8686.85,-8804.39,-8848.91,-8959.09,11167.21,116.2428583815273,
12581.0,2972975.88,1094938.34,-8914.66,-8471.2,-8602.72,-8686.87,-8804.4,-8848.93,-8959.11,11167.25,108.69088244006171,
12582.0,2972976.6,1094937.65,-8914.72,-8471.22,-8602.74,-8686.89,-8804.42,-8848.94,-8959.12,11167.29,106.67589334357204,
12583.0,2972977.32,1094936.95,-8914.77,-8471.24,-8602.76,-8686.91,-8804.44,-8848.96,-8959.14,11167.320000000002,,
12584.0,2972978.04,1094936.26,-8914.83,-8471.26,-8602.78,-8686.93,-8804.46,-8848.98,-8959.16,11167.36,100.32613778740702,
12585.0,2972978.75,1094935.56,-8914.89,-8471.28,-8602.8,-8686.94,-8804.48,-8849.0,-8959.18,11167.4,106.43883580280853,
12586.0,2972979.47,1094934.87,-8914.94,-8471.3,-8602.82,-8686.96,-8804.5,-8849.02,-8959.2,11167.44,109.9439008698116,
12587.0,2972980.19,1094934.17,-8915.0,-8471.31,-8602.84,-8686.98,-8804.52,-8849.04,-8959.22,11167.48,108.9618053437914,
12588.0,2972980.9,1094933.48,-8915.06,-8471.33,-8602.85,-8687.0,-8804.53,-8849.06,-8959.24,11167.51,108.55542098819689,
12589.0,2972981.62,1094932.78,-8915.11,-8471.35,-8602.87,-8687.02,-8804.55,-8849.07,-8959.26,11167.55,,
12590.0,2972982.33,1094932.08,-8915.17,-8471.37,-8602.89,-8687.04,-8804.57,-8849.09,-8959.27,11167.59,110.77360226248383,
12591.0,2972983.05,1094931.39,-8915.23,-8471.39,-8602.91,-8687.06,-8804.59,-8849.11,-8959.29,11167.63,107.92891177332191,
12592.0,2972983.76,1094930.69,-8915.28,-8471.41,-8602.93,-8687.07,-8804.61,-8849.13,-8959.31,11167.66,,
12593.0,2972984.48,1094929.99,-8915.34,-8471.43,-8602.95,-8687.09,-8804.63,-8849.15,-8959.33,11167.7,108.99567070675764,
12594.0,2972985.19,1094929.29,-8915.39,-8471.44,-8602.97,-8687.11,-8804.65,-8849.17,-8959.35,11167.740000000002,110.1978910920582,
12595.0,2972985.9,1094928.59,-8915.45,-8471.46,-8602.99,-8687.13,-8804.67,-8849.19,-8959.37,11167.77,113.178043033085,
12596.0,2972986.62,1094927.9,-8915.5,-8471.48,-8603.0,-8687.15,-8804.68,-8849.21,-8959.39,11167.81,112.9579181738046,
12597.0,2972987.33,1094927.2,-8915.56,-8471.5,-8603.02,-8687.17,-8804.7,-8849.22,-8959.4,11167.84,111.85729387740268,
12598.0,2972988.04,1094926.5,-8915.61,-8471.52,-8603.04,-8687.19,-8804.72,-8849.24,-8959.42,11167.88,111.19691929956151,
12599.0,2972988.75,1094925.8,-8915.66,-8471.54,-8603.06,-8687.21,-8804.74,-8849.26,-8959.44,11167.91,111.82342851443646,
12600.0,2972989.46,1094925.1,-8915.72,-8471.56,-8603.08,-8687.22,-8804.76,-8849.28,-8959.46,11167.95,109.19886288455491,
12601.0,2972990.18,1094924.4,-8915.77,-8471.58,-8603.1,-8687.24,-8804.78,-8849.3,-8959.48,11167.98,102.10406934313322,
12602.0,2972990.89,1094923.69,-8915.82,-8471.59,-8603.12,-8687.26,-8804.8,-8849.32,-8959.5,11168.02,103.96666430627496,
12603.0,2972991.6,1094922.99,-8915.88,-8471.61,-8603.13,-8687.28,-8804.81,-8849.34,-8959.52,11168.06,104.5931735211499,
12604.0,2972992.31,1094922.29,-8915.93,-8471.63,-8603.15,-8687.3,-8804.83,-8849.36,-8959.54,11168.09,107.4039986473456,
12605.0,2972993.02,1094921.59,-8915.98,-8471.65,-8603.17,-8687.32,-8804.85,-8849.37,-8959.55,11168.12,109.55444919570016,
12606.0,2972993.73,1094920.89,-8916.04,-8471.67,-8603.19,-8687.34,-8804.87,-8849.39,-8959.57,11168.16,105.69379781755184,
12607.0,2972994.44,1094920.18,-8916.09,-8471.69,-8603.21,-8687.36,-8804.89,-8849.41,-8959.59,11168.19,105.38900955085592,
12608.0,2972995.14,1094919.48,-8916.14,-8471.71,-8603.23,-8687.37,-8804.91,-8849.43,-8959.61,11168.22,104.5931735211499,
12609.0,2972995.85,1094918.77,-8916.19,-8471.73,-8603.25,-8687.39,-8804.93,-8849.45,-8959.63,11168.26,101.93474252830217,
12610.0,2972996.56,1094918.07,-8916.24,-8471.74,-8603.27,-8687.41,-8804.95,-8849.47,-8959.65,11168.29,102.5612517431771,
12611.0,2972997.27,1094917.37,-8916.3,-8471.76,-8603.28,-8687.43,-8804.96,-8849.49,-8959.67,11168.320000000002,103.67880872106215,
12612.0,2972997.98,1094916.66,-8916.35,-8471.78,-8603.3,-8687.45,-8804.98,-8849.5,-8959.68,11168.36,103.3062897284338,
12613.0,2972998.68,1094915.95,-8916.4,-8471.8,-8603.32,-8687.47,-8805.0,-8849.52,-8959.7,11168.39,106.76055675098756,
12614.0,2972999.39,1094915.25,-8916.45,-8471.82,-8603.34,-8687.49,-8805.02,-8849.54,-8959.72,11168.42,109.77457405498056,
12615.0,2973000.1,1094914.54,-8916.5,-8471.84,-8603.36,-8687.5,-8805.04,-8849.56,-8959.74,11168.45,105.98165340276466,
12616.0,2973000.8,1094913.84,-8916.55,-8471.86,-8603.38,-8687.52,-8805.06,-8849.58,-8959.76,11168.48,105.81232658793358,
12617.0,2973001.51,1094913.13,-8916.6,-8471.87,-8603.4,-8687.54,-8805.08,-8849.6,-8959.78,11168.52,106.28644166946056,
12618.0,2973002.21,1094912.42,-8916.65,-8471.89,-8603.42,-8687.56,-8805.1,-8849.62,-8959.8,11168.55,105.18581737305864,
12619.0,2973002.92,1094911.71,-8916.7,-8471.91,-8603.43,-8687.58,-8805.11,-8849.64,-8959.82,11168.58,103.64494335809592,
12620.0,2973003.62,1094911.01,-8916.75,-8471.93,-8603.45,-8687.6,-8805.13,-8849.65,-8959.83,11168.61,104.37304866186952,
12621.0,2973004.32,1094910.3,-8916.8,-8471.95,-8603.47,-8687.62,-8805.15,-8849.67,-8959.85,11168.64,103.814270172927,
12622.0,2973005.03,1094909.59,-8916.85,-8471.97,-8603.49,-8687.64,-8805.17,-8849.69,-8959.87,11168.67,103.17082827656893,
12623.0,2973005.73,1094908.88,-8916.9,-8471.99,-8603.51,-8687.65,-8805.19,-8849.71,-8959.89,11168.7,104.10212575813982,
12624.0,2973006.43,1094908.17,-8916.95,-8472.01,-8603.53,-8687.67,-8805.21,-8849.73,-8959.91,11168.73,104.06826039517358,
12625.0,2973007.14,1094907.46,-8917.0,-8472.02,-8603.55,-8687.69,-8805.23,-8849.75,-8959.93,11168.76,105.6260670916194,
12626.0,2973007.84,1094906.75,-8917.04,-8472.04,-8603.56,-8687.71,-8805.25,-8849.77,-8959.95,11168.79,103.57721263216352,
12627.0,2973008.54,1094906.04,-8917.09,-8472.06,-8603.58,-8687.73,-8805.26,-8849.79,-8959.97,11168.820000000002,100.83411823190022,
12628.0,2973009.24,1094905.33,-8917.14,-8472.08,-8603.6,-8687.75,-8805.28,-8849.8,-8959.98,11168.85,97.56611070566063,
12629.0,2973009.94,1094904.62,-8917.19,-8472.1,-8603.62,-8687.77,-8805.3,-8849.82,-8960.0,11168.88,97.51531266121133,
12630.0,2973010.64,1094903.9,-8917.24,-8472.12,-8603.64,-8687.79,-8805.32,-8849.84,-8960.02,11168.91,102.22259811351498,
12631.0,2973011.34,1094903.19,-8917.28,-8472.14,-8603.66,-8687.8,-8805.34,-8849.86,-8960.04,11168.94,104.89796178784584,
12632.0,2973012.04,1094902.48,-8917.33,-8472.16,-8603.68,-8687.82,-8805.36,-8849.88,-8960.06,11168.96,104.71170229153164,
12633.0,2973012.74,1094901.77,-8917.38,-8472.17,-8603.7,-8687.84,-8805.38,-8849.9,-8960.08,11168.990000000002,104.15292380258914,
12634.0,2973013.44,1094901.05,-8917.42,-8472.19,-8603.71,-8687.86,-8805.39,-8849.92,-8960.1,11169.02,105.6091344101363,
12635.0,2973014.14,1094900.34,-8917.47,-8472.21,-8603.73,-8687.88,-8805.41,-8849.93,-8960.12,11169.05,106.26950898797747,
12636.0,2973014.84,1094899.63,-8917.52,-8472.23,-8603.75,-8687.9,-8805.43,-8849.95,-8960.13,11169.08,105.10115396564308,
12637.0,2973015.54,1094898.91,-8917.56,-8472.25,-8603.77,-8687.92,-8805.45,-8849.97,-8960.15,11169.1,100.2753397429577,
12638.0,2973016.24,1094898.2,-8917.61,-8472.27,-8603.79,-8687.94,-8805.47,-8849.99,-8960.17,11169.13,102.08713666165012,
12639.0,2973016.93,1094897.48,-8917.65,-8472.29,-8603.81,-8687.95,-8805.49,-8850.01,-8960.19,11169.16,107.18387378806524,
12640.0,2973017.63,1094896.77,-8917.7,-8472.31,-8603.83,-8687.97,-8805.51,-8850.03,-8960.21,11169.18,100.58012800965363,
12641.0,2973018.33,1094896.05,-8917.74,-8472.32,-8603.85,-8687.99,-8805.53,-8850.05,-8960.23,11169.21,96.14376546107968,
12642.0,2973019.02,1094895.33,-8917.79,-8472.34,-8603.86,-8688.01,-8805.54,-8850.07,-8960.25,11169.240000000002,100.42773387630568,
12643.0,2973019.72,1094894.62,-8917.83,-8472.36,-8603.88,-8688.03,-8805.56,-8850.08,-8960.26,11169.26,106.94681624730173,
12644.0,2973020.42,1094893.9,-8917.88,-8472.38,-8603.9,-8688.05,-8805.58,-8850.1,-8960.28,11169.29,104.40691402483571,
12645.0,2973021.11,1094893.18,-8917.92,-8472.4,-8603.92,-8688.07,-8805.6,-8850.12,-8960.3,11169.31,99.69962857253206,
12646.0,2973021.81,1094892.46,-8917.97,-8472.42,-8603.94,-8688.08,-8805.62,-8850.14,-8960.32,11169.34,99.31017689842064,
12647.0,2973022.5,1094891.75,-8918.01,-8472.44,-8603.96,-8688.1,-8805.64,-8850.16,-8960.34,11169.36,100.42773387630568,
12648.0,2973023.19,1094891.03,-8918.05,-8472.45,-8603.98,-8688.12,-8805.66,-8850.18,-8960.36,11169.39,98.86992717985986,
12649.0,2973023.89,1094890.31,-8918.1,-8472.47,-8604.0,-8688.14,-8805.68,-8850.2,-8960.38,11169.41,94.72142021649871,
12650.0,2973024.58,1094889.59,-8918.14,-8472.49,-8604.01,-8688.16,-8805.69,-8850.22,-8960.4,11169.44,95.22940066099191,
12651.0,2973025.27,1094888.87,-8918.18,-8472.51,-8604.03,-8688.18,-8805.71,-8850.23,-8960.41,11169.46,99.2763115354544,
12652.0,2973025.97,1094888.15,-8918.23,-8472.53,-8604.05,-8688.2,-8805.73,-8850.25,-8960.43,11169.490000000002,98.4466101427822,
12653.0,2973026.66,1094887.43,-8918.27,-8472.55,-8604.07,-8688.22,-8805.75,-8850.27,-8960.45,11169.51,94.24730513497173,
12654.0,2973027.35,1094886.71,-8918.31,-8472.57,-8604.09,-8688.23,-8805.77,-8850.29,-8960.47,11169.54,92.55403698666106,
12655.0,2973028.04,1094885.99,-8918.35,-8472.59,-8604.11,-8688.25,-8805.79,-8850.31,-8960.49,11169.56,94.50129535721834,
12656.0,2973028.73,1094885.27,-8918.4,-8472.6,-8604.13,-8688.27,-8805.81,-8850.33,-8960.51,11169.58,93.06201743115425,
12657.0,2973029.42,1094884.54,-8918.44,-8472.62,-8604.14,-8688.29,-8805.83,-8850.35,-8960.53,11169.6,94.90767971281288,
12658.0,2973030.11,1094883.82,-8918.48,-8472.64,-8604.16,-8688.31,-8805.84,-8850.37,-8960.55,11169.63,95.14473725357638,
12659.0,2973030.8,1094883.1,-8918.52,-8472.66,-8604.18,-8688.33,-8805.86,-8850.38,-8960.56,11169.65,,
12660.0,2973031.49,1094882.38,-8918.56,-8472.68,-8604.2,-8688.35,-8805.88,-8850.4,-8960.58,11169.67,91.3856819643267,
12661.0,2973032.18,1094881.65,-8918.6,-8472.7,-8604.22,-8688.37,-8805.9,-8850.42,-8960.6,11169.69,95.24633334247504,
12662.0,2973032.87,1094880.93,-8918.64,-8472.72,-8604.24,-8688.38,-8805.92,-8850.44,-8960.62,11169.72,,
12663.0,2973033.56,1094880.2,-8918.68,-8472.74,-8604.26,-8688.4,-8805.94,-8850.46,-8960.64,11169.740000000002,98.71753304651187,
12664.0,2973034.25,1094879.48,-8918.72,-8472.75,-8604.28,-8688.42,-8805.96,-8850.48,-8960.66,11169.76,101.73155035050488,
12665.0,2973034.94,1094878.75,-8918.76,-8472.77,-8604.29,-8688.44,-8805.97,-8850.5,-8960.68,11169.78,101.0203777282144,
12666.0,2973035.62,1094878.03,-8918.8,-8472.79,-8604.31,-8688.46,-8805.99,-8850.51,-8960.7,11169.8,99.91975343181248,
12667.0,2973036.31,1094877.3,-8918.84,-8472.81,-8604.33,-8688.48,-8806.01,-8850.53,-8960.71,11169.820000000002,100.69865678003536,
12668.0,2973037.0,1094876.58,-8918.88,-8472.83,-8604.35,-8688.5,-8806.03,-8850.55,-8960.73,11169.84,,
12669.0,2973037.68,1094875.85,-8918.92,-8472.85,-8604.37,-8688.52,-8806.05,-8850.57,-8960.75,11169.86,103.18776095805204,
12670.0,2973038.37,1094875.12,-8918.96,-8472.87,-8604.39,-8688.53,-8806.07,-8850.59,-8960.77,11169.88,103.5602799506804,
12671.0,2973039.05,1094874.4,-8919.0,-8472.89,-8604.41,-8688.55,-8806.09,-8850.61,-8960.79,11169.9,103.00150146173787,
12672.0,2973039.74,1094873.67,-8919.04,-8472.9,-8604.43,-8688.57,-8806.11,-8850.63,-8960.81,11169.92,100.95264700228198,
12673.0,2973040.42,1094872.94,-8919.08,-8472.92,-8604.44,-8688.59,-8806.12,-8850.65,-8960.83,11169.94,95.85590987586686,
12674.0,2973041.1,1094872.21,-8919.11,-8472.94,-8604.46,-8688.61,-8806.14,-8850.66,-8960.84,11169.96,99.2424461724882,
12675.0,2973041.79,1094871.48,-8919.15,-8472.96,-8604.48,-8688.63,-8806.16,-8850.68,-8960.86,11169.98,103.57721263216352,
12676.0,2973042.47,1094870.75,-8919.19,-8472.98,-8604.5,-8688.65,-8806.18,-8850.7,-8960.88,11170.0,103.5433472691973,
12677.0,2973043.15,1094870.02,-8919.22,-8473.0,-8604.52,-8688.67,-8806.2,-8850.72,-8960.9,11170.01,100.66479141706915,
12678.0,2973043.83,1094869.28,-8919.26,-8473.02,-8604.54,-8688.68,-8806.22,-8850.74,-8960.92,11170.03,100.52932996520433,
12679.0,2973044.51,1094868.55,-8919.3,-8473.03,-8604.56,-8688.7,-8806.24,-8850.76,-8960.94,11170.05,101.03731040969753,
12680.0,2973045.19,1094867.82,-8919.33,-8473.05,-8604.58,-8688.72,-8806.26,-8850.78,-8960.96,11170.070000000002,102.42579029131224,
12681.0,2973045.87,1094867.09,-8919.37,-8473.07,-8604.59,-8688.74,-8806.27,-8850.8,-8960.98,11170.08,103.00150146173787,
12682.0,2973046.55,1094866.35,-8919.4,-8473.09,-8604.61,-8688.76,-8806.29,-8850.81,-8960.99,11170.1,,
12683.0,2973047.22,1094865.62,-8919.44,-8473.11,-8604.63,-8688.78,-8806.31,-8850.83,-8961.01,11170.12,102.20566543203186,
12684.0,2973047.9,1094864.88,-8919.47,-8473.13,-8604.65,-8688.8,-8806.33,-8850.85,-8961.03,11170.14,101.69768498753866,
12685.0,2973048.58,1094864.15,-8919.51,-8473.15,-8604.67,-8688.81,-8806.35,-8850.87,-8961.05,11170.15,101.40982940232584,
12686.0,2973049.25,1094863.41,-8919.54,-8473.17,-8604.69,-8688.83,-8806.37,-8850.89,-8961.07,11170.16,98.81912913541052,
12687.0,2973049.93,1094862.67,-8919.57,-8473.18,-8604.71,-8688.85,-8806.39,-8850.91,-8961.09,11170.18,97.80316824642414,
12688.0,2973050.6,1094861.94,-8919.61,-8473.2,-8604.73,-8688.87,-8806.41,-8850.93,-8961.11,11170.19,99.76735929846453,
12689.0,2973051.28,1094861.2,-8919.64,-8473.22,-8604.74,-8688.89,-8806.42,-8850.95,-8961.13,11170.21,98.32808137240042,
12690.0,2973051.95,1094860.46,-8919.67,-8473.24,-8604.76,-8688.91,-8806.44,-8850.96,-8961.14,11170.22,99.4964363947348,
12691.0,2973052.62,1094859.72,-8919.71,-8473.26,-8604.78,-8688.93,-8806.46,-8850.98,-8961.16,11170.23,104.69476961004854,
12692.0,2973053.3,1094858.98,-8919.74,-8473.28,-8604.8,-8688.95,-8806.48,-8851.0,-8961.18,11170.25,100.74945482448469,
12693.0,2973053.97,1094858.24,-8919.77,-8473.3,-8604.82,-8688.96,-8806.5,-8851.02,-8961.2,11170.26,93.33294033488396,
12694.0,2973054.64,1094857.5,-8919.8,-8473.32,-8604.84,-8688.98,-8806.52,-8851.04,-8961.22,11170.28,95.72044842400202,
12695.0,2973055.31,1094856.76,-8919.83,-8473.33,-8604.86,-8689.0,-8806.54,-8851.06,-8961.24,11170.29,106.16791289907884,
12696.0,2973055.98,1094856.02,-8919.86,-8473.35,-8604.87,-8689.02,-8806.56,-8851.08,-8961.26,11170.3,105.96472072128154,
12697.0,2973056.65,1094855.28,-8919.89,-8473.37,-8604.89,-8689.04,-8806.57,-8851.1,-8961.28,11170.31,103.98359698775806,
12698.0,2973057.32,1094854.53,-8919.92,-8473.39,-8604.91,-8689.06,-8806.59,-8851.11,-8961.29,11170.320000000002,103.23855900250138,
12699.0,2973057.99,1094853.79,-8919.95,-8473.41,-8604.93,-8689.08,-8806.61,-8851.13,-8961.31,11170.33,,
12700.0,2973058.65,1094853.05,-8919.98,-8473.43,-8604.95,-8689.1,-8806.63,-8851.15,-8961.33,11170.34,97.7523702019748,
12701.0,2973059.32,1094852.3,-8920.01,-8473.45,-8604.97,-8689.11,-8806.65,-8851.17,-8961.35,11170.35,99.42870566880237,
12702.0,2973059.99,1094851.56,-8920.04,-8473.47,-8604.99,-8689.13,-8806.67,-8851.19,-8961.37,11170.37,100.66479141706915,
12703.0,2973060.65,1094850.81,-8920.07,-8473.48,-8605.01,-8689.15,-8806.69,-8851.21,-8961.39,11170.38,100.5462626466874,
12704.0,2973061.32,1094850.07,-8920.1,-8473.5,-8605.02,-8689.17,-8806.7,-8851.23,-8961.41,11170.39,101.13890649859616,
12705.0,2973061.98,1094849.32,-8920.13,-8473.52,-8605.04,-8689.19,-8806.72,-8851.24,-8961.43,11170.4,99.2424461724882,
12706.0,2973062.65,1094848.57,-8920.16,-8473.54,-8605.06,-8689.21,-8806.74,-8851.26,-8961.44,11170.4,100.39386851333946,
12707.0,2973063.31,1094847.82,-8920.18,-8473.56,-8605.08,-8689.23,-8806.76,-8851.28,-8961.46,11170.41,104.8640964248796,
12708.0,2973063.97,1094847.08,-8920.21,-8473.58,-8605.1,-8689.25,-8806.78,-8851.3,-8961.48,11170.42,107.70878691404153,
12709.0,2973064.64,1094846.33,-8920.24,-8473.6,-8605.12,-8689.26,-8806.8,-8851.32,-8961.5,11170.43,107.3870659658625,
12710.0,2973065.3,1094845.58,-8920.26,-8473.62,-8605.14,-8689.28,-8806.82,-8851.34,-8961.52,11170.44,102.83217464690682,
12711.0,2973065.96,1094844.83,-8920.29,-8473.63,-8605.16,-8689.3,-8806.84,-8851.36,-8961.54,11170.45,100.91878163931575,
12712.0,2973066.62,1094844.08,-8920.32,-8473.65,-8605.17,-8689.32,-8806.85,-8851.38,-8961.56,11170.45,104.20372184703848,
12713.0,2973067.28,1094843.33,-8920.34,-8473.67,-8605.19,-8689.34,-8806.87,-8851.39,-8961.57,11170.46,105.65993245458564,
12714.0,2973067.94,1094842.58,-8920.37,-8473.69,-8605.21,-8689.36,-8806.89,-8851.41,-8961.59,11170.47,103.57721263216352,
12715.0,2973068.6,1094841.82,-8920.39,-8473.71,-8605.23,-8689.38,-8806.91,-8851.43,-8961.61,11170.47,105.1180866471262,
12716.0,2973069.26,1094841.07,-8920.42,-8473.73,-8605.25,-8689.39,-8806.93,-8851.45,-8961.63,11170.48,101.91780984681904,
12717.0,2973069.91,1094840.32,-8920.44,-8473.75,-8605.27,-8689.41,-8806.95,-8851.47,-8961.65,11170.48,99.17471544655577,
12718.0,2973070.57,1094839.56,-8920.47,-8473.76,-8605.29,-8689.43,-8806.97,-8851.49,-8961.67,11170.490000000002,100.93571432079888,
12719.0,2973071.23,1094838.81,-8920.49,-8473.78,-8605.31,-8689.45,-8806.99,-8851.51,-8961.69,11170.5,102.93377073580548,
12720.0,2973071.88,1094838.06,-8920.51,-8473.8,-8605.32,-8689.47,-8807.0,-8851.53,-8961.71,11170.5,103.8481355358932,
12721.0,2973072.54,1094837.3,-8920.54,-8473.82,-8605.34,-8689.49,-8807.02,-8851.54,-8961.72,11170.51,101.64688694308934,
12722.0,2973073.19,1094836.55,-8920.56,-8473.84,-8605.36,-8689.51,-8807.04,-8851.56,-8961.74,11170.51,96.92266880930258,
12723.0,2973073.85,1094835.79,-8920.58,-8473.86,-8605.38,-8689.53,-8807.06,-8851.58,-8961.76,11170.52,100.61399337261984,
12724.0,2973074.5,1094835.03,-8920.61,-8473.88,-8605.4,-8689.54,-8807.08,-8851.6,-8961.78,11170.52,104.8640964248796,
12725.0,2973075.15,1094834.28,-8920.63,-8473.9,-8605.42,-8689.56,-8807.1,-8851.62,-8961.8,11170.52,105.06728860267688,
12726.0,2973075.8,1094833.52,-8920.65,-8473.91,-8605.44,-8689.58,-8807.12,-8851.64,-8961.82,11170.52,103.35708777288312,
12727.0,2973076.46,1094832.76,-8920.67,-8473.93,-8605.46,-8689.6,-8807.14,-8851.66,-8961.84,11170.53,100.10601292812665,
12728.0,2973077.11,1094832.0,-8920.69,-8473.95,-8605.47,-8689.62,-8807.15,-8851.68,-8961.86,11170.53,94.38276658683657,
12729.0,2973077.76,1094831.24,-8920.71,-8473.97,-8605.49,-8689.64,-8807.17,-8851.69,-8961.87,11170.53,97.29518780193092,
12730.0,2973078.41,1094830.48,-8920.73,-8473.99,-8605.51,-8689.66,-8807.19,-8851.71,-8961.89,11170.53,94.73835289798184,
12731.0,2973079.06,1094829.72,-8920.76,-8474.01,-8605.53,-8689.68,-8807.21,-8851.73,-8961.91,11170.54,92.6556330755597,
12732.0,2973079.71,1094828.96,-8920.78,-8474.03,-8605.55,-8689.69,-8807.23,-8851.75,-8961.93,11170.54,98.7006003650288,
12733.0,2973080.35,1094828.2,-8920.8,-8474.05,-8605.57,-8689.71,-8807.25,-8851.77,-8961.95,11170.54,101.56222353567382,
12734.0,2973081.0,1094827.44,-8920.81,-8474.06,-8605.59,-8689.73,-8807.27,-8851.79,-8961.97,11170.54,102.47658833576156,
12735.0,2973081.65,1094826.67,-8920.83,-8474.08,-8605.6,-8689.75,-8807.28,-8851.81,-8961.99,11170.54,100.52932996520433,
12736.0,2973082.29,1094825.91,-8920.85,-8474.1,-8605.62,-8689.77,-8807.3,-8851.82,-8962.01,11170.54,100.36000315037325,
12737.0,2973082.94,1094825.15,-8920.87,-8474.12,-8605.64,-8689.79,-8807.32,-8851.84,-8962.02,11170.54,98.31114869091734,
12738.0,2973083.58,1094824.38,-8920.89,-8474.14,-8605.66,-8689.81,-8807.34,-8851.86,-8962.04,11170.54,98.07409115015383,
12739.0,2973084.23,1094823.62,-8920.91,-8474.16,-8605.68,-8689.83,-8807.36,-8851.88,-8962.06,11170.54,100.88491627634954,
12740.0,2973084.87,1094822.85,-8920.93,-8474.18,-8605.7,-8689.84,-8807.38,-8851.9,-8962.08,11170.54,100.71558946151848,
12741.0,2973085.52,1094822.09,-8920.94,-8474.2,-8605.72,-8689.86,-8807.4,-8851.92,-8962.1,11170.54,102.12100202461632,
12742.0,2973086.16,1094821.32,-8920.96,-8474.21,-8605.74,-8689.88,-8807.42,-8851.94,-8962.12,11170.53,100.69865678003536,
12743.0,2973086.8,1094820.56,-8920.98,-8474.23,-8605.75,-8689.9,-8807.43,-8851.96,-8962.14,11170.53,100.34307046889012,
12744.0,2973087.44,1094819.79,-8920.99,-8474.25,-8605.77,-8689.92,-8807.45,-8851.97,-8962.15,11170.53,100.91878163931575,
12745.0,2973088.08,1094819.02,-8921.01,-8474.27,-8605.79,-8689.94,-8807.47,-8851.99,-8962.17,11170.53,99.7334939354983,
12746.0,2973088.72,1094818.25,-8921.02,-8474.29,-8605.81,-8689.96,-8807.49,-8852.01,-8962.19,11170.53,103.93279894330874,
12747.0,2973089.36,1094817.48,-8921.04,-8474.31,-8605.83,-8689.97,-8807.51,-8852.03,-8962.21,11170.52,105.20275005454174,
12748.0,2973090.0,1094816.72,-8921.06,-8474.33,-8605.85,-8689.99,-8807.53,-8852.05,-8962.23,11170.52,106.01551876573086,
12749.0,2973090.64,1094815.95,-8921.07,-8474.34,-8605.87,-8690.01,-8807.55,-8852.07,-8962.25,11170.51,104.52544279521749,
12750.0,2973091.28,1094815.18,-8921.09,-8474.36,-8605.89,-8690.03,-8807.57,-8852.09,-8962.27,11170.51,102.8491073283899,
12751.0,2973091.91,1094814.4,-8921.1,-8474.38,-8605.9,-8690.05,-8807.58,-8852.11,-8962.29,11170.51,106.55736457319028,
12752.0,2973092.55,1094813.63,-8921.11,-8474.4,-8605.92,-8690.07,-8807.6,-8852.12,-8962.3,11170.5,107.8611810473895,
12753.0,2973093.18,1094812.86,-8921.13,-8474.42,-8605.94,-8690.09,-8807.62,-8852.14,-8962.32,11170.5,105.21968273602484,
12754.0,2973093.82,1094812.09,-8921.14,-8474.44,-8605.96,-8690.11,-8807.64,-8852.16,-8962.34,11170.490000000002,,
12755.0,2973094.45,1094811.32,-8921.15,-8474.46,-8605.98,-8690.13,-8807.66,-8852.18,-8962.36,11170.48,96.65174590557288,
12756.0,2973095.09,1094810.54,-8921.17,-8474.48,-8606.01,-8690.15,-8807.69,-8852.21,-8962.39,11170.47,102.08713666165012,
